,State,NAPCS School ID,NCES ID,School Name,ModCount,Virtual Flag,Locale,Address,City,County,ZIP,Latitude,Longitude,nearest_tc,distance
1904,CO,C0808001,80234006399,Axl Academy,1,No,Urban,14100 East Jewell Avenue,Aurora,Arapahoe County,80012,39.681139,-104.825301,Medical Center of Aurora,0.6267104128187613
1905,CO,C0808003,80537006388,Imagine Charter School At Firestone,1,No,Rural,5753 Twilight Avenue,Firestone,Weld County,80504,40.163592,-104.947601,Good Samaritan Medical Center,15.216588673464216
1906,CO,C0808004,80387006386,Imagine Indigo Ranch,1,No,Rural,7036 COWPOKE ROAD,Colorado Springs,El Paso County,80908,38.952323,-104.695972,Penrose-St. Francis Health Services,9.037952906341609
1907,CO,C0808005,(blank),Rocky Mountain Classical Academy Homeschool Campus,8,(blank),Urban,3525 Akers Dr,Colorado Springs,El Paso County,80922,38.883192,-104.688051,UCHealth Memorial Hospital,6.700604905676511
1908,CO,C0808006,80615006360,Swallows Charter Academy - High School,4,No,Suburban,101 Civic Center Drive,Pueblo West,Pueblo County,81007,38.322384,-104.742991,Parkview Medical Center,7.601515920126701
1909,CO,C0808009,80002006390,Early College Of Arvada,1,No,Suburban,4905 West 60Th Avenue,Arvada,Adams County,80003,39.806148,-105.050333,Denver Health,6.235303154082522
1910,CO,C0809002,80002006418,ANIMAS HIGH SCHOOL,1,(blank),Rural,271 TWIN BUTTES AVE,Durango,La Plata County,81301,37.267579,-107.917981,St. Mary's Hospital and Medical Center,130.7278268316618
1911,CO,C0809003,80453006425,ATLAS PREPARATORY HIGH SCHOOL,1,(blank),Urban,1628 South Murray Blvd,Colorado Springs,El Paso County,80916,38.80786,-104.752965,UCHealth Memorial Hospital,3.3331244352691356
1912,CO,C0809004,80336006449,Rocky Mountain Prep Berkeley,1,No,Urban,3752 Tennyson Street,Denver,Denver County,80212,39.768831,-105.043837,Denver Health,3.9648927970547105
1913,CO,C0809006,80336006443,Justice High School - Denver,1,No,Urban,300 E. 9TH AVE.,Denver,Denver County,80203,39.730120,-104.983231,Denver Health,0.43684032346759794
1914,CO,C0809007,80336006448,KIPP Denver Collegiate High School,4,No,Urban,451 South Tejon Street,Denver,Denver County,80223,39.708469,-105.011252,Denver Health,1.736528971709917
1915,CO,C0809008,80537006430,ST. VRAIN COMMUNITY MONTESSORI SCHOOL,1,(blank),Suburban,1067 South Hover St Pmb E235,LONGMONT,Boulder County,80501,40.148137,-105.131506,Boulder Community Health,11.646486429365721
1916,CO,C0809009,80002006437,THOMAS MACLAREN STATE CHARTER SCHOOL,1,(blank),Urban,1702 N Murray Blvd,Colorado Springs,El Paso County,80915,38.857397,-104.748053,UCHealth Memorial Hospital,3.020161684841049
1917,CO,C0809010,80336006444,Strive Preparatory Schools - Westwood,1,No,Urban,3201 W ARIZONA AVE.,Denver,Denver County,80219,39.695381,-105.028579,Denver Health,3.0211365068488254
1918,CO,C0809013,80192006447,The Classical Academy College Pathways,9,Yes,Rural,12201 Cross Peak View,Colorado Springs,El Paso County,80921,39.07572,-104.77205,Penrose-St. Francis Health Services,14.76574551428032
1919,CO,C0810002,80306006456,Academy For Advanced And Creative Learning,1,No,Urban,2510 North Chestnut Street,Colorado Springs,El Paso County,80907,38.8683,-104.837291,Penrose-St. Francis Health Services,0.8578458157166114
1920,CO,C0810004,80336006482,Denver Language School,1,No,Urban,451 NEWPORT STREET,Denver,Denver County,80220,39.722811,-104.910201,University of Colorado Hospital,3.8725599780610356
1921,CO,C0810005,80336006450,Dsst: Green Valley Ranch High School,1,No,Urban,4800 Telluride Street #2,Denver,Denver County,80249,39.785649,-104.781434,University of Colorado Hospital,4.380924841412824
1922,CO,C0810006,80258006474,Eagle Ridge Academy High School,1,No,Suburban,3551 Southern Street,Brighton,Adams County,80601,39.97967,-104.801194,Good Samaritan Medical Center,15.111603241715086
1923,CO,C0810007,80258006465,FOUNDATIONS ACADEMY,1,No,Suburban,340 South 45Th Avenue,Brighton,Adams County,80601,39.983856,-104.76064,University of Colorado Hospital,17.217192143769957
1924,CO,C0810008,80336006473,Girls Athletic Leadership School (Gals),1,No,Urban,750 GALAPAGO ST.,Denver,Denver County,80204,39.728060,-104.995791,Denver Health,0.2506439350035815
1925,CO,C0810010,80345006455,Skyview Academy,1,No,Suburban,6161 Business Center Drive,Highlands Ranch,Douglas County,80124,39.53207,-104.891965,Sky Ridge Medical Center,1.1248427784113555
1926,CO,C0810011,80336006486,Soar @ Green Valley Ranch,1,No,Urban,4800 Telluride Street #4,Denver,Denver County,80249,39.785649,-104.781434,University of Colorado Hospital,4.380924841412824
1927,CO,C0810012,80480006466,Two Roads Charter School,1,No,Suburban,6980 Pierce Street,Arvada,Jefferson County,80003,39.822864,-105.071276,Denver Health,7.802588614696873
1928,CO,C0810013,80336006457,Strive Preparatory Schools - Sunnyside,1,No,Urban,4735 Pecos St,Denver,Denver County,80211,39.7817,-105.0064,Denver Health,3.782321884132925
1929,CO,C0810014,80336006479,Strive Preparatory Schools - Lake Campus,1,No,Urban,1820 Lowell Blvd,Denver,Denver County,80204,39.745756,-105.033606,Denver Health,2.563202695673995
1930,CO,C0810015,(blank),Liberty Common Charter School - High School,8,(blank),Urban,2745 Minnesota Drive,Fort Collins,LARIMER,80525,40.55256,-105.09685,UCHealth Medical Center of the Rockies,10.81739193579267
1931,CO,C0811001,80002006502,Mountain Middle School,1,No,Town,108 West 31St Street,Durango,La Plata County,81301,37.299091,-107.872538,St. Mary's Hospital and Medical Center,129.32264576138166
1932,CO,C0811002,80336006519,KIPP Montbello College Prep,1,No,Urban,4636 WALDEN ST,Denver,Denver County,80249,39.780724,-104.778524,University of Colorado Hospital,4.278417122129323
1933,CO,C0811004,80336006517,University Prep - Arapahoe St,1,No,Urban,2409 Arapahoe Street,Denver,Denver County,80205,39.7562,-104.985794,Denver Health,1.952150261416131
1934,CO,C0811005,80345006492,Ben Franklin Academy,1,No,Suburban,2270 Plaza Dr,Highlands Ranch,Douglas County,80129,39.559071,-105.016441,Swedish Medical Center,6.840445254358621
1935,CO,C0811006,80345006493,Stem School,1,No,Suburban,8773 Ridgeline Drive,Highlands Ranch,Douglas County,80129,39.55589,-104.99788,Swedish Medical Center,6.851772643086836
1936,CO,C0811007,80441006504,West Ridge Academy Charter School,1,No,Urban,6905 8TH ST,Greeley,Weld County,80631,40.424381,-104.790529,North Colorado Medical Center,4.279941757971872
1937,CO,C0811009,80690006507,Prospect Ridge Academy,1,No,Rural,2555 Preble Creek Pkwy,Broomfield,Broomfield County,80023,39.994304,-105.01765,Good Samaritan Medical Center,3.9876131273205884
1938,CO,C0811010,80537006530,Aspen Ridge Preparatory School,1,No,Suburban,705 Austin Avenue,Erie,Weld County,80516,40.03342,-105.05388,Good Samaritan Medical Center,4.665046217632267
1939,CO,C0811011,80540006534,Loveland Classical Schools,1,No,Suburban,3835 Sw 14Th Street,Loveland,Larimer County,80537,40.378524,-105.111505,UCHealth Medical Center of the Rockies,6.541473169070453
1940,CO,C0811012,80336006523,Dsst: Cole Middle School,1,No,Urban,1350 E. 3Rd Ave,Denver,Denver County,80205,39.719928,-104.97124,Denver Health,1.2006328520640475
1941,CO,C0811015,80002001876,Community Leadership Academy,1,No,Urban,6880 Holly Street,Commerce City,Adams County,80022,39.820822,-104.921653,University of Colorado Hospital,6.8602896040596235
1942,CO,C0812001,80002006542,Colorado Early College Fort Collins,1,No,Urban,4424 INNOVATION DRIVE,Fort Collins,Larimer County,80525,40.525720,-105.044416,UCHealth Medical Center of the Rockies,8.004326351321996
1943,CO,C0812002,80336006566,DSST: Montview Middle School,4,No,Urban,2000 Valentia Street,Denver,Denver County,80238,39.748087,-104.891332,University of Colorado Hospital,2.6462869627229377
1944,CO,C0812003,80336006546,Dsst: Green Valley Ranch Middle School,4,No,Urban,4800 Telluride Street Building 3,Denver,Denver County,80249,39.784403,-104.780524,University of Colorado Hospital,4.359098151244003
1945,CO,C0812004,80336006554,Dsst: College View Middle School,1,No,Urban,3111 W Dartmouth Ave,Denver,Denver County,80236,39.659839,-105.02741,Swedish Medical Center,2.5144461501875233
1946,CO,C0812006,80336006545,Rocky Mountain Prep,1,No,Urban,7808 CHERRY CREEK SOUTH DR #3-300,Denver,Denver County,80231,39.678755,-104.897972,Medical Center of Aurora,3.5988332623653903
1947,CO,C0812009,80441006552,Union Colony Elementary School,1,No,Suburban,1051 29Th Street Rd,Evans,Weld County,80620,40.389757,-104.696226,North Colorado Medical Center,1.8717059270143555
1948,CO,C0812010,80336006543,Strive Preparatory Schools - Smart Academy,4,No,Urban,3201 W. ARIZONA AVE,Denver,Denver County,80219,39.695500,-105.027900,Denver Health,2.9912253419211896
1949,CO,C0812011,80336006556,Strive Preparatory Schools - Green Valley Ranch,1,No,Urban,4800 TELLURIDE ST BLDG #5,Denver,Denver County,80249,39.785131,-104.778452,University of Colorado Hospital,4.474996967675401
1950,CO,C0812012,80336006537,Strive Preparatory Schools - Montbello,1,No,Urban,5000 CROWN BLVD.,Denver,Denver County,80239,39.787328,-104.826985,University of Colorado Hospital,3.190087137035652
1951,CO,C0813001,80336006592,ACADEMY 360,1,No,Urban,12000 E. 47Th Ave,Denver,Denver County,80239,39.78198,-104.850361,University of Colorado Hospital,2.7546748209283596
1952,CO,C0813002,80480006587,Addenbrooke Classical Academy,1,No,Urban,3940 S TELLER STREET,Lakewood,Jefferson County,80235,39.643953,-105.075612,Swedish Medical Center,5.097514366657729
1953,CO,C0813004,80345006588,Aspen View Academy,1,No,Suburban,2131 Low Meadow Blvd,Castle Rock,Douglas County,80109,39.394856,-104.885348,Sky Ridge Medical Center,9.306000029636339
1954,CO,C0813005,80336006584,Downtown Denver Expeditionary School,1,No,Urban,1860 Lincoln St,Denver,Denver County,80203,39.745748,-104.985747,Denver Health,1.2424166271731236
1955,CO,C0813006,80336006572,Dsst: Byers Middle School,1,No,Urban,150 S. Pearl St.,Denver,Denver County,80209,39.713700,-104.979800,Denver Health,1.1699179409949685
1956,CO,C0813007,80002006586,Global Village Academy - Colorado Springs,1,No,Urban,303 Austin Bluffs Parkway,Colorado Springs,El Paso County,80918,38.897693,-104.816046,Penrose-St. Francis Health Services,2.2428552684924914
1957,CO,C0813009,80002006595,James Irwin Charter Academy,1,No,Urban,1801 Howard Avenue,Colorado Springs,El Paso County,80903,38.857427,-104.782624,UCHealth Memorial Hospital,1.5182829756714156
1958,CO,C0813010,80435006581,Juniper Ridge Community School,1,Yes,Urban,640 24 1/2 RD,GRAND JUNCTION,Mesa County,81505,39.097900,-108.597900,St. Mary's Hospital and Medical Center,1.9556670847194908
1959,CO,C0813011,80399006573,Mountain Sage Community School - Fort Collins,1,No,Urban,2310 EAST PROSPECT ROAD SUITE A,Fort Collins,Larimer County,80525,40.567696,-105.035234,UCHealth Medical Center of the Rockies,10.697918226731748
1960,CO,C0813012,80002006589,Mountain Song Community School - Colorado Springs,1,No,Urban,2904 West Kiowa Street,Colorado Springs,El Paso County,80904,38.852364,-104.8672,Penrose-St. Francis Health Services,2.6094894326810363
1961,CO,C0813014,80333002024,Delta Vision School,1,No,Town,1080 Pioneer Rd,Delta,Delta County,81416,38.732748,-108.049537,St. Mary's Hospital and Medical Center,37.0421123431541
1962,CO,C0813015,80002006585,Victory Preparatory Academy High State Charter School,4,No,Urban,5701 Quebec Street,Commerce City,Adams County,80022,39.800526,-104.903966,University of Colorado Hospital,5.178947298530121
1963,CO,C0813016,80002006579,Victory Preparatory Academy Middle State Charter School,1,No,Urban,5701 Quebec Street,Commerce City,Adams County,80022,39.800526,-104.903966,University of Colorado Hospital,5.178947298530121
1964,CO,C0813017,80345001896,American Academy - Castle Pines,1,No,Suburban,6971 Mira Vista Lane,Castle Pines,Douglas County,80108,39.463429,-104.887997,Sky Ridge Medical Center,4.624823361346109
1965,CO,C0813019,80294006370,The Vanguard School,1,No,Urban,1832 South Wahsatch,Colorado Springs,El Paso County,80906,38.723924,-104.679041,UCHealth Memorial Hospital,10.300183240502653
1966,CO,C0813020,80690006480,New America School - Thornton,1,No,Suburban,8978 WASHINGTON ST.,Thornton,Adams County,80229,39.858800,-104.976681,Denver Health,9.05322836153194
1967,CO,C0813021,80387006393,Goal Academy,1,Yes,Urban,304 S. Victoria Ave,Pueblo,Pueblo County,81003,38.26371,-104.615751,Parkview Medical Center,1.2597063593927873
1968,CO,C0813022,80294006402,The Vanguard School (Middle),1,No,Urban,1832 South Wahsatch,Colorado Springs,El Paso County,80906,38.723924,-104.679041,UCHealth Memorial Hospital,10.300183240502653
1969,CO,C0814001,80270006605,Elevate Academy,1,Yes,Urban,165 S. Union Blvd #777,Lakewood,Jefferson County,80228,39.713167,-105.134435,St. Anthony Hospital,0.3463043927436483
1970,CO,C0814002,80270006630,Colorado Digital Academy - Elementary,1,Yes,Urban,165 S. UNION BLVD,Lakewood,Jefferson County,80228,39.713117,-105.134583,St. Anthony Hospital,0.3546033183955949
1971,CO,C0814003,80270006620,Colorado Digital Academy - Middle,4,Yes,Urban,165 S. UNION BLVD,Lakewood,Jefferson County,80228,39.713117,-105.134583,St. Anthony Hospital,0.3546033183955949
1972,CO,C0814004,80309006622,Children’S Kiva Montessori Charter School,1,No,Town,510 North Beech Street,Cortez,Montezuma,81321,37.35415,-108.58376,St. Mary's Hospital and Medical Center,119.9756672996208
1973,CO,C0814005,80002006634,Colorado Early Colleges-Douglas County,1,No,Suburban,10235 Parkglenn Way,PARKER,Douglas County,80138,39.531557,-104.766142,Parker Adventist Hospital,1.2070225787003497
1974,CO,C0814006,80336006636,Dsst: Cole High School,1,No,Urban,3240 Humboldt Street,Denver,Denver County,80205,39.76325,-104.969011,Denver Health,2.688114316514292
1975,CO,C0814007,80336006618,Dsst: Conservatory Green,1,No,Rural,8499 East Stoll Place,Denver,Denver County,80238,39.789322,-104.888892,University of Colorado Hospital,4.074668857400431
1976,CO,C0814008,80399006613,Fort Collins Montessori School,1,No,Urban,1900 South Taft Hill Road,Fort Collins,Larimer County,80526,40.518836,-105.143224,UCHealth Medical Center of the Rockies,10.481388704438242
1977,CO,C0814009,80336006626,Girls Athletic Leadership School-High School,4,No,Urban,750 Galapago Street,Denver,Denver County,80204,39.728063,-104.995799,Denver Health,0.25105831324623834
1978,CO,C0814010,80336006609,Highline Academy At Green Valley Ranch,1,No,Urban,19451 East Maxwell Place,Denver,Denver County,80249,39.7954,-104.76139,University of Colorado Hospital,5.624456624686328
1979,CO,C0814011,80435006384,Mesa Valley Community School,1,No,Urban,609 25 ROAD,GRAND JUNCTION,Mesa County,81505,39.093415,-108.591688,St. Mary's Hospital and Medical Center,1.5673897546699356
1980,CO,C0814012,80002006602,Montessori Del Mundo,1,No,Urban,15503 East Mississippi Ave Unit B,Aurora,Arapahoe County,80017,39.697789,-104.808333,Medical Center of Aurora,1.3819499734140301
1981,CO,C0814014,80441006638,Salida Del Sol,1,No,Urban,111 E 26Th Street,Greeley,Weld County,80633,40.395898,-104.674441,North Colorado Medical Center,2.2841842192525443
1982,CO,C0814015,80336006627,Strive Prep-Ruby Hill,4,No,Urban,2626 West Evans Avenue,Denver,Denver County,80219,39.677607,-105.018688,Swedish Medical Center,2.588585747662264
1983,CO,C0814016,80002006635,TWO RIVERS COMMUNITY SCHOOL,1,No,Town,195 Center Drive,Glenwood Springs,Garfield County,81601,39.565116,-107.366679,St. Mary's Hospital and Medical Center,71.8439953385774
1984,CO,C0814017,80234006611,Vanguard Classical Schools-East,1,No,Urban,17101 East Ohio Drive,Aurora,Arapahoe County,80017,39.702494,-104.787059,Medical Center of Aurora,2.5478477751738104
1985,CO,C0814018,80270001944,Colorado Virtual Academy (Cova),1,Yes,Urban,165 S. UNION BLVD,Lakewood,Jefferson County,80228,39.713117,-105.134583,St. Anthony Hospital,0.3546033183955949
1986,CO,C0814019,80002001882,New America School - Lowry,1,No,Urban,9125 E Seventh Place Building 905,Denver,Arapahoe County,80230,39.727323,-104.878068,University of Colorado Hospital,2.187544135361267
1987,CO,C0814020,80002000727,Academy Of Charter Schools,1,No,Suburban,11800 LOWELL BLVD,Westminster,Adams County,80031,39.912,-105.033491,Good Samaritan Medical Center,4.925968634591111
1988,CO,C0815001,80336006645,COMPASS ACADEMY,1,No,Urban,2285 S FEDERAL BLVD,Denver,Denver County,80219,39.676760,-105.027050,Swedish Medical Center,2.9170064311830184
1989,CO,C0815002,80336006658,Dsst: College View High School,4,No,Urban,3111 West Dartmouth Avenue,Denver,Denver County,80236,39.659839,-105.02741,Swedish Medical Center,2.5144461501875233
1990,CO,C0815003,80345006656,Global Village Academy-Douglas County,1,No,Suburban,10940 South Parker Road #781,PARKER,Douglas County,80134,39.517615,-104.763269,Parker Adventist Hospital,2.1814485827943826
1991,CO,C0815004,80002006639,Golden View Classical Academy,1,No,Suburban,601 Corporate Circle,Golden,Jefferson County,80401,39.718117,-105.194422,St. Anthony Hospital,3.4599650085477838
1992,CO,C0815005,80336006670,KIPP Montbello Collegiate High School,1,No,Urban,18250 East 51St Avenue,Denver,Denver County,80249,39.787642,-104.777164,University of Colorado Hospital,4.6412178402067905
1993,CO,C0815006,80336006652,KIPP Montbello Elementary School,1,No,Urban,4635 WALDEN ST. DENVER,Denver,Denver County,80249,39.780616,-104.778543,University of Colorado Hospital,4.273036092537666
1994,CO,C0815007,80002006661,New Legacy Charter High School,1,No,Urban,2091 North Dayton Street,Aurora,Adams County,80010,39.748981,-104.875605,University of Colorado Hospital,1.836950934603178
1995,CO,C0815008,80336006641,REACH CHARTER SCHOOL,1,No,Urban,940 Fillmore Street,Denver,Denver County,80206,39.73148,-104.952692,Denver Health,2.052109423449507
1996,CO,C0815009,80336006647,Riseup Community School,1,No,Urban,2342 BROADWAY ST,Denver,Denver County,80205,39.755486,-104.987132,Denver Health,1.8941600519189887
1997,CO,C0815010,80336006646,Rocky Mountain Prep Southwest,1,No,Urban,911 South Hazel Court,Denver,Denver County,80219,39.700029,-105.027747,Denver Health,2.7563655892684458
1998,CO,C0815012,80002006651,Salida Montessori Charter,1,No,Town,1040 I Street,Salida,Chaffee County,81211,38.53029,-106.003062,Penrose-St. Francis Health Services,67.78220578617059
1999,CO,C0815014,80735006650,Windsor Charter Academy Middle And Early College High School,4,No,Suburban,810 Automation Drive,Windsor,Weld County,80550,40.470041,-104.887684,UCHealth Medical Center of the Rockies,6.874871313527003
2000,CO,C0815015,80345006666,World Compass Academy,1,No,Rural,2400 SOUTH PERRY STREET,Castle Rock,Douglas County,80104,39.349030,-104.870244,Sky Ridge Medical Center,12.441811713674467
2001,CO,C0815016,80480006643,Addenbrooke Classical Grammar School,1,No,Urban,7114 West Jefferson Avenue,Lakewood,Jefferson County,80235,39.649774,-105.080316,St. Anthony Hospital,5.285713235342525
2002,CO,C0815017,80002006653,Early Learning Center At New Legacy Charter School,1,No,Urban,2091 North Dayton Street,Aurora,Adams County,80010,39.748981,-104.875605,University of Colorado Hospital,1.836950934603178
2003,CO,C0815018,80002001569,Crown Pointe Academy,1,No,Suburban,2900 West 86Th Avenue,Westminster,Adams County,80031,39.852162,-105.024184,Denver Health,8.740769760627783
2004,CO,C0816001,80453006691,Atlas Preparatory Middle School,4,No,Urban,1602 South Murray Blvd,Colorado Springs,El Paso County,80916,38.81059,-104.750581,UCHealth Memorial Hospital,3.3123339126719196
2005,CO,C0816003,80336006684,Dsst: Byers High School,4,No,Urban,150 South Pearl Street,Denver,Denver County,80209,39.71382,-104.979811,Denver Health,1.1625040913912084
2006,CO,C0816004,80336006683,Dsst: Henry Middle School,1,No,Urban,3005 South Golden Way,Denver,Denver County,80227,39.660666,-105.05854,Swedish Medical Center,4.163918721889764
2007,CO,C0816005,80291006676,Heritage Heights Academy,1,No,Urban,20050 EAST SMOKY HILL ROAD,Centennial,Arapahoe County,80015,39.610304,-104.754560,Parker Adventist Hospital,4.351856011669433
2008,CO,C0816006,80002006700,Launch High School,1,No,Urban,3115 Larkspur Drive,Colorado Springs,El Paso County,80907,38.876171,-104.800264,Penrose-St. Francis Health Services,1.3693720415556416
2009,CO,C0816008,80345006690,Parker Performing Arts,1,No,Suburban,15035 Compark Blvd,PARKER,Douglas County,80134,39.559391,-104.814622,Parker Adventist Hospital,2.438341283678121
2010,CO,C0816009,80387006693,Power Technical Early College,1,No,Suburban,2525 Canada Drive,Colorado Springs,El Paso County,80922,38.86887,-104.697371,UCHealth Memorial Hospital,5.847047247484546
2011,CO,C0816010,80234006677,Rocky Mountain Prep - Fletcher Campus,1,No,Urban,10455 East 25Th Avenue,Aurora,Adams County,80010,39.75318,-104.866441,University of Colorado Hospital,1.4877171095713861
2012,CO,C0816011,80336006688,Strive Prep - Kepner,1,No,Urban,911 South Hazel Court,Denver,Denver County,80219,39.700029,-105.027747,Denver Health,2.7563655892684458
2013,CO,C0816012,80336006689,Strive Prep - Rise,1,No,Urban,18250 East 51St Avenue,Denver,Denver County,80249,39.787642,-104.777164,University of Colorado Hospital,4.6412178402067905
2014,CO,C0816013,80336001576,Pioneer Charter School,1,No,Urban,3230 East 38Th Avenue,Denver,Denver County,80205,39.769062,-104.949428,Denver Health,3.5848928210377218
2015,CO,C0816016,80002006503,Global Village Academy - Northglenn,1,No,Suburban,555 West 112Th Avenue,Northglenn,Adams County,80234,39.901488,-104.9945,Good Samaritan Medical Center,6.820424897167708
2016,CO,C0817001,80234006736,Academy of Advanced Learning,1,No,Urban,431 N SABLE BLVD,Aurora,Arapahoe County,80011,39.723447,-104.821159,University of Colorado Hospital,1.728114604746176
2017,CO,C0817003,80336006735,Colorado High School Charter- GES,1,No,Urban,3093 E 42ND AVE,Denver,Denver County,80216,39.775425,-104.951209,Denver Health,3.8877564890836727
2018,CO,C0817004,80002006708,Colorado Military Academy,1,No,Suburban,360 Command View,Colorado Springs,El Paso County,80915,38.849797,-104.717043,UCHealth Memorial Hospital,4.4863170798898135
2019,CO,C0817005,80336006730,DSST: Conservatory Green High School,1,No,Rural,5590 N CENTRAL PARK BLVD #4,Denver,Denver County,80239,39.797960,-104.883429,University of Colorado Hospital,4.410152181793511
2020,CO,C0817006,80480006723,Great Work Montessori,1,No,Urban,5300 West Center Avenue,Lakewood,Jefferson County,80226,39.706058,-105.054442,Denver Health,3.6999227543193056
2021,CO,C0817008,80219006717,Pagosa Peak Open School,1,No,Rural,7 PARELLI WAY,PAGOSA SPRINGS,Archuleta County,81147,37.261958,-107.062515,UNM Sandoval Regional Medical Center,136.62203793486344
2022,CO,C0817009,80612006711,Pueblo School for Arts & Sciences at Fulton Heights,1,No,Suburban,1331 Santa Rosa Street,Pueblo,Pueblo County,81006,38.238686,-104.585723,Parkview Medical Center,3.3178543679542942
2023,CO,C0817010,80345006714,Renaissance Secondary School,1,No,Suburban,3954 TRAIL BOSS LANE,Castle Rock,Douglas County,80104,39.401102,-104.856405,Sky Ridge Medical Center,8.87903572286983
2024,CO,C0817012,80348006712,The Juniper School,1,No,Town,201 East 12Th Street,Durango,La Plata County,81301,37.27692,-107.878361,St. Mary's Hospital and Medical Center,130.7009080182808
2025,CO,C0817013,80234006732,Vega Collegiate Academy,1,No,Urban,1345 Macon Street,Aurora,Arapahoe County,80010,39.737307,-104.855564,University of Colorado Hospital,0.8077014602407214
2026,CO,C0817017,80270006548,Astravo Online Academy,1,Yes,Urban,165 South Union Blvd Suite 777,Lakewood,Jefferson County,80228,39.713167,-105.134435,St. Anthony Hospital,0.3463043927436483
2027,CO,C0818001,80270006759,Elevate Academy Middle School,1,Yes,Urban,165 S. Union Blvd #777,Lakewood,Jefferson County,80228,39.713167,-105.134435,St. Anthony Hospital,0.3463043927436483
2028,CO,C0818003,80270006749,Valiant Academy Elementary School,1,Yes,Urban,165 South Union Blvd Suite 777,Lakewood,Jefferson County,80228,39.713167,-105.134435,St. Anthony Hospital,0.3463043927436483
2029,CO,C0818004,80270006755,Valiant Academy Middle School,1,Yes,Urban,165 South Union Blvd Suite 777,Lakewood,Jefferson County,80228,39.713167,-105.134435,St. Anthony Hospital,0.3463043927436483
2030,CO,C0818005,80336006746,Dsst Middle School @ Noel Campus,1,No,Urban,5290 Kittredge Street,Denver,Denver County,80239,39.78847,-104.800321,University of Colorado Hospital,3.8650532009499314
2031,CO,C0818006,80336006756,5280 High School,1,No,Urban,899 Broadway,Denver,Denver County,80203,39.730452,-104.987553,Denver Health,0.2418228692479005
2032,CO,C0818007,80336006748,KIPP Sunshine Peak Elementary,1,No,Urban,3400 West Nevada Place,Denver,Denver County,80219,39.710184,-105.031248,Denver Health,2.4725946119734963
2033,CO,C0818009,80345006765,Leman Classical Academy,1,No,Rural,19560 Stroh Road,PARKER,Douglas County,80134,39.477053,-104.76136,Parker Adventist Hospital,4.971235900655157
2034,CO,C0818010,80192006745,New Summit Charter Academy,1,No,Urban,7899 Lexington Drive,Colorado Springs,El Paso County,80920,38.94668,-104.766375,Penrose-St. Francis Health Services,6.347930126512363
2035,CO,C0818011,80387006744,Liberty Tree Academy,1,No,Rural,8579 Eastonville Road,FALCON,El Paso County,80831,38.959415,-104.587685,UCHealth Memorial Hospital,14.06988845469031
2036,CO,C0818012,80399006762,Compass Community Collaborative School,1,No,Urban,2105 South College Avenue,Fort Collins,Larimer County,80525,40.560137,-105.07855,UCHealth Medical Center of the Rockies,10.864645535572643
2037,CO,C0819002,80234006787,Aurora Science & Tech Middle School,1,No,Urban,10455 East 25Th Avenue,Aurora,Adams County,80010,39.75318,-104.866441,University of Colorado Hospital,1.4877171095713861
2038,CO,C0819003,80002006768,Axis International Academy,1,No,Urban,2130 WEST HORSETOOTH ROAD,Fort Collins,Larimer County,80526,40.539243,-105.115909,UCHealth Medical Center of the Rockies,10.581016299413132
2039,CO,C0819004,80002006777,Colorado Early Colleges Fort Collins West,1,No,Urban,2130 WEST HORSETOOTH RD,Fort Collins,Larimer County,80526,40.539243,-105.115909,UCHealth Medical Center of the Rockies,10.581016299413132
2040,CO,C0819007,80002006784,Coperni 3,1,No,Urban,750 CITADEL DRIVE EAST,Colorado Springs,El Paso County,80909,38.843668,-104.763085,UCHealth Memorial Hospital,1.9733483653775337
2041,CO,C0819008,80234006781,Empower Community High School,1,No,Urban,450 SOUTH CHAMBERS ROAD,Aurora,Arapahoe County,80017,39.707343,-104.806988,Medical Center of Aurora,1.8289693114176615
2042,CO,C0819009,80336006780,The Cube,1,No,Urban,3333 HOLLY ST,Denver,Denver County,80207,39.764613,-104.922743,Denver Health,4.415403399983092
2043,CO,C0819010,80615006773,Villa Bella Expeditionary School,1,No,Rural,2390 ROWLINGS BLVD,Pueblo,Pueblo County,81001,38.307780,-104.568729,Parkview Medical Center,2.9850294643212165
2044,CO,C0819011,80735006782,Windsor Charter Academy Middle School,1,No,Suburban,810 Automation Drive,Windsor,Weld County,80550,40.470041,-104.887684,UCHealth Medical Center of the Rockies,6.874871313527003
2045,CO,C0820012,80708001211,GARDNER VALLEY SCHOOL,1,(blank),Rural,25421 Highway 69,Gardner,Huerfano County,81040,37.783586,-105.167883,Parkview Medical Center,45.80201193642923
2046,CO,C0893001,80345000492,Academy Charter School,1,No,Suburban,1551 Prairie Hawk Drive,Castle Rock,Douglas County,80104,39.38588,-104.8706,Sky Ridge Medical Center,9.895640968373419
2047,CO,C0893005,80615000632,The Connect Charter School,1,No,Urban,104 West 7Th,Pueblo,Pueblo County,81003,38.335238,-104.606102,Parkview Medical Center,3.71066971336883
2048,CO,C0894001,80309001093,Battle Rock Charter School,1,No,Rural,11247 County Road G,Cortez,Montezuma County,81321,37.373594,-108.662826,St. Mary's Hospital and Medical Center,118.7511246690658
2049,CO,C0894002,80480001036,Collegiate Academy Of Colorado,1,No,Suburban,8420 South Sangre De Cristo Rd,Littleton,Jefferson County,80127,39.567185,-105.113873,Swedish Medical Center,9.292968733278647
